,Index,name,reviews,rating,featured_image,main_category,closed_on,address,review_keywords,link,planning_area,opening_time,closing_time
31,32,Xing Le Xing Hainanese Chicken Rice,45,4.3,https://lh3.googleusercontent.com/p/AF1QipMpHvmAPAetB7jB0O3p0p8v-neRp1pqtgeQ5S6Y=s1024,Hawker Stall,Open All Days,"118 Rivervale Dr, #02-15 Rivervale Plaza, Singapore 540118","egg, steamed chicken, matter",https://www.google.com/maps/place/Xing+Le+Xing+Hainanese+Chicken+Rice/data=!4m7!3m6!1s0x31da174c75359a9d:0xc53d7e82f86bfb99!8m2!3d1.3855939!4d103.9019834!16s%2Fg%2F11sgkvv4j7!19sChIJnZo1dUwX2jERmftr-IJ-PcU?authuser=0&hl=en&rclk=1,Sengkang,10:00,21:30
32,33,A1 Boneless Chicken Rice (#01-42),19,4.1,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noudo8u6GFw3YFGuZY9MtIzH80LGnZkGTsA2P5XuD78CSZnX2-ie0IdltykfZymqIKPOgK-lPzm5B04LaZ2IaYT4o90MaPIaZWezlNbbpqhp00HkRGx2kK683zGPPo82dpAt1TQ=s1024,Hawker Stall,Open All Days,"724 Ang Mo Kio Ave 6, #01-42, Singapore 560724","ginger, chilli, priced, chicken thigh, steamed chicken, plate, money",https://www.google.com/maps/place/A1+Boneless+Chicken+Rice+%28%2301-42%29/data=!4m7!3m6!1s0x31da16e7bec4a663:0x8cf269ea872c45e1!8m2!3d1.3721841!4d103.8465592!16s%2Fg%2F11cs3jyhq2!19sChIJY6bEvucW2jER4UUsh-pp8ow?authuser=0&hl=en&rclk=1,Ang Mo Kio,10:00,20:30
33,34,Sin Kee Chicken Rice (s),9,3.8,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noR0s_h71QptVbalyVAFF65JaiL7bcmN_03NDaHynx2pIGawlFMImgQD6v47pxIqs-O2tXcj18a1TOcuEFQOoNB8wT0U4nE5p2Nshw6JfYBcOr3isB2-ybLWlew2hx7oGkL0v-n=s1024,Hawker Stall,Open All Days,"453A Ang Mo Kio Ave 10, #01-19 Chong Boon Market & Food Centre, Singapore 561453","roasted chicken, chilli, price",https://www.google.com/maps/place/Sin+Kee+Chicken+Rice+%28s%29/data=!4m7!3m6!1s0x31da16e34cda6137:0xdefef2f98c1a09aa!8m2!3d1.367982!4d103.8563662!16s%2Fg%2F11fwqxkjkc!19sChIJN2HaTOMW2jERqgkajPny_t4?authuser=0&hl=en&rclk=1,Ang Mo Kio,06:00,15:00
34,35,Mun Fu Chicken Rice,65,4.6,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqLxHcfkQTRuPY_GDlYAETku7AmzQQlCdPSd84Ebnx_NZS20PWUQUqjXiWFtIRuMRgb2HXmOzBSt3X-YpXJa5cih5lEfRYhsQZEGJ2tMjccBHhQF_iem7M-E7Wbo_nHX2vDeOdY=s1024,Hawker Stall,Wednesday,"527 Ang Mo Kio Ave 10, #01-110 Cheng San Market & Cooked Food Centre, Singapore 560527","queue, price, chilli, roasted chicken, waste of food, steamed chicken, area, chicken thigh, define, slices",https://www.google.com/maps/place/Mun+Fu+Chicken+Rice/data=!4m7!3m6!1s0x31da16e56ecdd3cb:0x260f0adb8e88b587!8m2!3d1.372569!4d103.8545762!16s%2Fg%2F11f3ggnngt!19sChIJy9PNbuUW2jERh7WIjtsKDyY?authuser=0&hl=en&rclk=1,Ang Mo Kio,11:00,19:30
35,36,Lucky Chicken Rice,780,4.1,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npQByJeZkgy5UNByIM8jeVZBtQZWrvdUcr_nJ5zNsXb2Min12iKoAX3b8WHr5HjtHPIXR4TsO9aq-w2RWVRafTcZ-16bfQZSPgctw-SeQqFcrXfKG1Xq8luKSGiG2cBhkoSdq-0WvNRgWE3=s1024,Restaurant,Sunday,"304 Orchard Rd, #02-110 Lucky Plaza, Singapore 238863","roasted chicken, lucky plaza, hainan rice, steamed chicken, ginger, bean sprouts, tourists, liver, cuttlefish, dumpling soup",https://www.google.com/maps/place/Lucky+Chicken+Rice/data=!4m7!3m6!1s0x31da19926d40711d:0x651a2eda8431d6d9!8m2!3d1.3045114!4d103.8341367!16s%2Fg%2F1x5qq9jm!19sChIJHXFAbZIZ2jER2dYxhNouGmU?authuser=0&hl=en&rclk=1,Bukit Batok,10:00,18:00
36,37,Qiangji Chicken Rice,17,5.0,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrcr3NvPFJhrUl4nDv9aR3egm8tj6u8KSSAuq1JU7SErroVKx_buvvzL9Ck-NWkdSVPQVV66pZWicWXLPYUX6jXvwn3p2Tujkp9-2_2DZapKC8r-OSVZMYHbdfWRm29FN7y5uWJ=s1024,Hawker Stall,Monday,"150A Bishan St.11, Singapore 571150","chili, chicken thigh, oily, prices",https://www.google.com/maps/place/Qiangji+Chicken+Rice/data=!4m7!3m6!1s0x31da17d1ed33aa1f:0x4fa712b1c4428e55!8m2!3d1.3448149!4d103.8549906!16s%2Fg%2F11pc9fvk58!19sChIJH6oz7dEX2jERVY5CxLESp08?authuser=0&hl=en&rclk=1,Bishan,07:30,15:00
37,38,Ah Tai Hainanese Chicken Rice,482,4.4,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrPyu_K78tUgPqfpcQ0CexRAwKf0bv4FdnYHVCmzPj4VL_Z7n50i-tvrZ4tF3WuzKU3mzVymnlfuSNLaFIH7q-ugvZmr2Dm7weBP-6uEIizMbN3mgjw6QbsEnlQ4CI6St96dgBQqA=s1024,Hawker Stall,Tuesday,"1 Kadayanallur St, #01-07 Maxwell Food Centre, Singapore 069184","queue, soup, tian tian chicken rice, plates, chilli sauce, matrix, ginger, succulent, set meal, fragrant",https://www.google.com/maps/place/Ah+Tai+Hainanese+Chicken+Rice/data=!4m7!3m6!1s0x31da194e4addc501:0xe9051d8b0ef4c1a1!8m2!3d1.2804283!4d103.8447683!16s%2Fg%2F11b8v6rtl3!19sChIJAcXdSk4Z2jERocH0DosdBek?authuser=0&hl=en&rclk=1,Outram,11:00,19:30
38,39,Boon Tong Kee @ AMK,999,4.0,https://lh3.googleusercontent.com/gps-cs-s/AC9h4np09cCpIKPNsggSOVDX1ptaY41jaafavziPUS9aFsGADrZ69nKp1CYZFz8uYfSm2bdavTJGQKwm2o6XZYY0P7QjxbZSXd5eo7QJTBpmZpf8t-YhYOv-ksVH_fZHnENTVdOd-Xn93w=s1024,Chicken restaurant,Open All Days,"233 Ang Mo Kio Ave 3, #01-1194, Singapore 560233","chicken rice, carpark, steamed, chinese food, aircon, sweet and sour pork, food quality, chili sauce, liver, spinach",https://www.google.com/maps/place/Boon+Tong+Kee+@+AMK/data=!4m7!3m6!1s0x31da16d96b7be15b:0x5725d1edb05d753a!8m2!3d1.3674605!4d103.8370641!16s%2Fg%2F1ptyfcfqx!19sChIJW-F7a9kW2jEROnVdsO3RJVc?authuser=0&hl=en&rclk=1,Ang Mo Kio,11:00,
39,40,Margaret Drive Sin Kee Chicken Rice,632,4.1,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrtGyJ3YNarpvNUdDqylVE3sSCovnYmQPJeGsg4b4ntwoTdSc8ktA9v6-iuNF9sY2qm-JR08B0IzuqmzowWu9C53LU3dj_2sOuHicRuv18FLm5JuY60GvaO6t0sS-g8wQLwZKRf=s1024,Hawker Stall,Monday,"40 Holland Drive, #01-39 Stall, #5, 270040","ginger, cash, chicken breast, chili sauce, michelin, gourmand, bones, soy sauce, bean sprouts, rice and chicken",https://www.google.com/maps/place/Margaret+Drive+Sin+Kee+Chicken+Rice/data=!4m7!3m6!1s0x31da1a41ee5f9cfd:0xec2536897388e6a!8m2!3d1.3070937!4d103.7934899!16s%2Fg%2F11bztprbrx!19sChIJ_Zxf7kEa2jERao44l2hTwg4?authuser=0&hl=en&rclk=1,Bukit Timah,11:00,20:00
40,41,29 Singapore Chicken Rice 29Xin Jia Po Ji Fan,22,4.4,https://lh3.googleusercontent.com/p/AF1QipPbEMhgE6TwKoJatup2mz4Z4amD1ujuxsEiYgj2=s1024,Hawker Stall,Open All Days,"117 Aljunied Ave 2, #01-29, Singapore 380117","price, soup, chili, grain, gizzards, plate, peanut, spicy",https://www.google.com/maps/place/29+Singapore+Chicken+Rice+29%E6%96%B0%E5%8A%A0%E5%9D%A1%E9%B8%A1%E9%A5%AD/data=!4m7!3m6!1s0x31da199c8d2f23c3:0x53f7d31e0583716e!8m2!3d1.3206169!4d103.8869844!16s%2Fg%2F11q7znn0q3!19sChIJwyMvjZwZ2jERbnGDBR7T91M?authuser=0&hl=en&rclk=1,Kallang,09:00,17:00
41,42,Hwa Kee Chicken Rice,102,4.8,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npEM3fR-q6lG-Fp3ooUBW_g-HhHXZT1MehT2uoP19bJ9J79R0oo1u-KMplrqcUSjCtPmFlVrrDMWZw_64RsGzIuBMM9b-KQm-YzAqJkXH0j1Lv3iTMtXGv1GCuYliCIiaqVqnpu=s1024,Hawker Stall,Sunday,"3 Coleman St, #01-12 Peninsula Shopping Centre, Singapore 179804","soup, price, lemon chicken, soy sauce chicken, uncle, lunch, chilli, achar, shopping centre, cutlet",https://www.google.com/maps/place/Hwa+Kee+Chicken+Rice/data=!4m7!3m6!1s0x31da19327e1de2bb:0x4ac7c23739213866!8m2!3d1.2918776!4d103.8500267!16s%2Fg%2F11jq6xt76b!19sChIJu-IdfjIZ2jERZjghOTfCx0o?authuser=0&hl=en&rclk=1,Changi,10:30,17:00
42,43,226 boneless chicken rice,14,4.7,https://lh3.googleusercontent.com/gps-cs-s/AC9h4no9vti6B4dDEJ698GKBeMTBR7-AmJsCwvWOs6OrDHQ4Whs4Ek3_FsTtwQaAaXOpckoDRY7fFg7kd-MN9HlOF8nQ2Hd_vNS-zhTnSKQwZguOfh6kvEbnAWuRmNN53AuI6I0cZxYXQw=s1024,Hawker Stall,Tuesday,"226H Ang Mo Kio Street 22, #01-08, Singapore 568226","price, roast chicken, poached, aunty, oil, chilli, cooked",https://www.google.com/maps/place/226+boneless+chicken+rice/data=!4m7!3m6!1s0x31da16dec3dab5cb:0x73a1ad79f76b1707!8m2!3d1.3672413!4d103.8402341!16s%2Fg%2F11c1q8jp07!19sChIJy7Xaw94W2jERBxdr93mtoXM?authuser=0&hl=en&rclk=1,Ang Mo Kio,07:30,15:00
43,44,Chin Chin Restaurant,1926,4.1,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr5SB1xTQSHRiTESL9r8ES89-Y9Vx5x-u8PWmZcT0rdYtJ73bDH4f57dwEJmTguXmywvitIHtNr3NAGq_Tzmy05bxDpvVHAatL7NZw3ZhM24PvKrRZZQ4wjaVf-k4ZEHzsTqa_z=s1024,Chinese restaurant,Open All Days,"19 Purvis St, Singapore 188598","chicken rice, hainan cuisine, hainanese pork chop, tze char, curry fish head, steamed chicken, roasted chicken, mutton soup, tomato sauce, sambal kangkong",https://www.google.com/maps/place/Chin+Chin+Restaurant/data=!4m7!3m6!1s0x31da19a5771bbbaf:0x50c37d4e38bbe28c!8m2!3d1.2963222!4d103.8556139!16s%2Fg%2F1tftz1xr!19sChIJr7sbd6UZ2jERjOK7OE59w1A?authuser=0&hl=en&rclk=1,Tampines,11:00,
44,45,Fitra Chicken Rice,10,4.8,https://lh3.googleusercontent.com/gps-proxy/ALd4DhH6namuekO0AZktGyZPftUhygINR0x7D6m3JVyiPRXbXnKvWaw8vDZxmRqgj3CikrzKiS7eYMTNfedzRHdsddHC2ONNsn61_GYOIM2UwMmzmI9JNfnOxOeufWO-J5t1HHApEaFkDkG2_y8XZDnIlDxTfybQ9kB9Ws8C6Ul-SwwXlqS7LE8t3JGa=s1024,Hawker Stall,Open All Days,"10 Sengkang Square, #01-55 Kopitiam Square, Singapore 544829",,https://www.google.com/maps/place/Fitra+Chicken+Rice/data=!4m7!3m6!1s0x31da175f71e75681:0x1d69be6aae3ba3ed!8m2!3d1.3913919!4d103.8936922!16s%2Fg%2F11vdgm7_k5!19sChIJgVbncV8X2jER7aM7rmq-aR0?authuser=0&hl=en&rclk=1,Sengkang,09:30,20:30
45,46,Boon's Chicken Rice (Since 1992) Wen Ji Shao La Ji Fan,39,4.8,https://lh3.googleusercontent.com/p/AF1QipNYotYOR3wdWAJPCS1mW7QPR28AACyDNlIKPoHS=s1024,Hawker Stall,Open All Days,"49 Sims Pl, #01-24 Sims Vista Market & Food Centre, Singapore 380049","roasted chicken, oil, roast pork, skin, soup, price, chilli sauce, incense, photos",https://www.google.com/maps/place/Boon%E2%80%99s+Chicken+Rice+%28Since+1992%29+%E6%96%87%E8%A8%98%E7%87%92%E8%85%8A%E9%B7%84%E9%A3%AF/data=!4m7!3m6!1s0x31da198e39eff3bb:0xb0a9a07bae512f6d!8m2!3d1.3170399!4d103.8793642!16s%2Fg%2F11h27lm86v!19sChIJu_PvOY4Z2jERbS9RrnugqbA?authuser=0&hl=en&rclk=1,Kallang,09:30,14:30
46,47,King of Fried Rice - Serangoon,200,3.5,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqFK1FkMKeviaUnDulMajzZkpxcOq-mS5SDy8gZvHmN6qnSoRE34y-A_wqjbiOonoCoRp1fWTnr3Pf2tNTqDykt1uRhbtbhxjvqbl5ug7-Mh2cufdqqISxAQxPMLSF3xH_1ePg=s1024,Hawker Stall,Open All Days,"151 Serangoon North Ave. 2, Block 151, Singapore 550151","pork chop, egg fried rice, pork cutlet, lunch, oil, plate, coffee shop, tom yum, wok hei, xo fried rice",https://www.google.com/maps/place/King+of+Fried+Rice+-+Serangoon/data=!4m7!3m6!1s0x31da178425470e99:0x5f3db12f99f34a7b!8m2!3d1.3692647!4d103.8744735!16s%2Fg%2F11nnnls7mw!19sChIJmQ5HJYQX2jERe0rzmS-xPV8?authuser=0&hl=en&rclk=1,Serangoon,11:00,21:30
47,48,Fu Xiang Chicken Rice Fu Xiang Ji Fan,90,4.1,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrDDM9A2WRwXWh8oyl-AUcIcxyhuMD40V4tpeuPsL_h6djmghZu05zBBPv4gL4nls0OrB7Tp689OWOswznjQJZWpC7WUc_c6xU2fnkRY79XEI5FBJAP66JkaTw-2VREN1iw-tzx=s1024,Hawker Stall,Open All Days,"186 Toa Payoh Central, Singapore 310186","roasted chicken, price, chilli, skin, spicy, lunch, business, coffeeshop, chicken soup, braised egg",https://www.google.com/maps/place/Fu+Xiang+Chicken+Rice+%E7%A6%8F%E7%BF%94%E9%B8%A1%E9%A5%AD/data=!4m7!3m6!1s0x31da1766a2620f99:0x21211b191648018d!8m2!3d1.3319518!4d103.8501787!16s%2Fg%2F1tl0tw10!19sChIJmQ9iomYX2jERjQFIFhkbISE?authuser=0&hl=en&rclk=1,Toa Payoh,10:00,20:30
48,49,Rong Ji Chuan Tong Hai Nan Ji Fan Rong Ji Traditional Hainanese Chicken Rice,71,4.1,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr2aSUSyNnp4yP9OwM1qiWLpBx1Np89IBrFsx_2O0dHvha8osz6eMAC9LBLl__Zc_1P0IBOVqzU1V8J7JcHKVPFd9400B6L947icnpP1eBpnJjGtfONCf3KWp9V63vZqzIxmE8UCw=s1024,Hawker Stall,Monday,"85 Redhill Ln, #01-42, Singapore 150085","price, curry, pork chop, soup, roast chicken, queue, chilli, steamed chicken, sesame oil, ginger sauce",https://www.google.com/maps/place/%E8%8D%A3%E8%AE%B0%E4%BC%A0%E7%BB%9F%E6%B5%B7%E5%8D%97%E9%B8%A1%E9%A5%AD+Rong+Ji+Traditional+Hainanese+Chicken+Rice/data=!4m7!3m6!1s0x31da1bd46ddfb2fb:0xd46f9ac065614d2e!8m2!3d1.287294!4d103.8181829!16s%2Fg%2F11f2b6lt7h!19sChIJ-7LfbdQb2jERLk1hZcCab9Q?authuser=0&hl=en&rclk=1,Marine Parade,10:00,20:00
49,50,Yeo Keng Nam Chicken Rice,472,3.6,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noLU5h1mfG32xr46h1y9ykdd94IRZ1p1ZTaPI6xSq9auGIRjViNhqUngMHdyibNjtaPBpTPYOoFRvC4DCgDRPpSexXnup1hj8lL4OSAs_aLRiFZM8sFb7avE5-PfSOuyt3i9zY9tA=s1024,Singaporean restaurant,Open All Days,"8 Braddell Rd, Singapore 359898","soup, takeaway, parking, curry fish head, delivery, roasted chicken, air conditioned, school, zhi char, sesame oil",https://www.google.com/maps/place/Yeo+Keng+Nam+Chicken+Rice/data=!4m7!3m6!1s0x31da179fa4f01481:0x4c714551c0b21e6d!8m2!3d1.3434603!4d103.8702613!16s%2Fg%2F1vj5xr2z!19sChIJgRTwpJ8X2jERbR6ywFFFcUw?authuser=0&hl=en&rclk=1,Toa Payoh,10:30,
50,51,Combined Stall with OK Chicken,81,4.6,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noBjmt9-H0GiuIbiKWLdZX7HDuhQVvGu5C-sj9NB4pCejBl6-U3sCwCyvKFNdDjlKGldQBd71nuCMp9WCQWY1fkzfKUiBQkeeRe9YqTKH_AHV0zeCNyL8F7osUoK40T6AlVAKlv=s1024,Hawker Stall,Open All Days,"932 Hougang Ave 9, Singapore 530932","prawn laksa, wanton, prawns, noodles, chicken meatballs, dumpling, price, ingredients, smiles, the hum",https://www.google.com/maps/place/Combined+Stall+with+OK+Chicken/data=!4m7!3m6!1s0x31da1704ccc57739:0xbd4f42bc8c613120!8m2!3d1.3751789!4d103.8819802!16s%2Fg%2F11t81c1yl4!19sChIJOXfFzAQX2jERIDFhjLxCT70?authuser=0&hl=en&rclk=1,Hougang,08:30,20:30
51,52,Tong Fong Fatt Hainanese Boneless Chicken Rice,51,2.2,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npwB8IK700IJSgZv6jgR191-rhgqly4PxYTSq1QuOv_ireRTGauh3HzQnDJ_ca-RNxFAS9cCg2ARf1H2_AYERx9pEFcI1fMJahwvxF0Svyegit9IyVI5k_Is4DjAv8xpWv8WOjNOj5vgyw=s1024,Hawker Stall,Thursday,"409 Ang Mo Kio Ave 10, #01-10, 409 AMK Market and Food Centre, Singapore 560409","price, aunty, chilli, dishonest, oil, soup, chicken breast, chicken drumsticks, uncle, skin",https://www.google.com/maps/place/Tong+Fong+Fatt+Hainanese+Boneless+Chicken+Rice/data=!4m7!3m6!1s0x31da171d47230673:0xfc96a1939970dcee!8m2!3d1.3627194!4d103.8554121!16s%2Fg%2F11clymlbxr!19sChIJcwYjRx0X2jER7txwmZOhlvw?authuser=0&hl=en&rclk=1,Ang Mo Kio,10:00,20:00
52,53,Qi Le Boneless Chicken Rice Store,109,3.2,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noAmGFyofbZ5vFrxfKn4NZ_fGmvsspJfumrTX8cpVdLeB2loWJpUJwV-2rpd5AQNayaI_LYAAaEXi2QyLKdsdPZzPKL1lPZa--YL9KC4Pk8cZjIJHb5jCfGaXelSNmNYE9pv9Imbg=s1024,Restaurant,Open All Days,"51 Ang Mo Kio Ave 3, Singapore 569922","price, peanut soup, chilli, bowl, bean sprouts, stall, money, roasted chicken, value, take away",https://www.google.com/maps/place/Qi+Le+Boneless+Chicken+Rice+Store/data=!4m7!3m6!1s0x31da16e728d4b8d5:0x9a2570b7e06ed848!8m2!3d1.3692668!4d103.8473616!16s%2Fg%2F11c1s3bk66!19sChIJ1bjUKOcW2jERSNhu4LdwJZo?authuser=0&hl=en&rclk=1,Ang Mo Kio,,
53,54,Swee Kee Chicken Rice,92,3.5,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nprx_CXWBiOUtPzgaO8vtTpFe3v6pDmY-MFJnAXXbKsY5eR8weCUSS7gq-zCY65lEJP_4NyBHypaAfWzlrYY75nKVvWv9-6c2gkeQSeA0y1gRxRu7eMQ3sTTP6KtBs5izFPaGDV=s1024,Chicken restaurant,Open All Days,"25 Seah St, Singapore 188381","price, bones, soup, chicken thigh, roasted, chicken breast, braised, zi char, fish head, ginger sauce",https://www.google.com/maps/place/Swee+Kee+Chicken+Rice/data=!4m7!3m6!1s0x31da19003a3c93f3:0xa7fade3db2f2b6cf!8m2!3d1.2963424!4d103.8545276!16s%2Fg%2F11vpsb551b!19sChIJ85M8OgAZ2jERz7bysj3e-qc?authuser=0&hl=en&rclk=1,Tampines,07:00,23:30
54,55,Tong Fong Fatt Hainanese Boneless Chicken Rice,130,1.4,https://lh3.googleusercontent.com/gps-cs-s/AC9h4np7Ilcj3SG5jDbCYUr93lJAhQEkbnMMgZgO3NkDeXPfgXVhNGgCIV_HmyXsA1P0RTfi0nsyPhqvdUFsWrVPV_6PzPhn4NCu8F8Ff8mV62vgTQGzOqb29eOQWtt-rP9cJtjcFHZ0=s1024,Hawker Stall,Thursday,"209 Hougang St 21, #01-29 Kovan Market & Food Centre, Singapore 530209","price, uncle, dishonest, drumstick, soup, whole chicken, money, coughing, chopping, business ethics",https://www.google.com/maps/place/Tong+Fong+Fatt+Hainanese+Boneless+Chicken+Rice/data=!4m7!3m6!1s0x31da17b403a54849:0xeb91f9ccd191e7dc!8m2!3d1.359034!4d103.8861947!16s%2Fg%2F11gbkvyq5n!19sChIJSUilA7QX2jER3OeR0cz5kes?authuser=0&hl=en&rclk=1,Hougang,10:00,20:00
55,56,Leong Hainanese Chicken Rice,39,3.8,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqTjc-KXWqGm6q8eU_gfaZbSXej9JOK8fl8gbPEQNAGToeMnNs40YBBvoSxOK2Gn2S9jw3yirE4Y3zsjej5YSi-UQpwvaQH03zPgbChc_cJSpPoTWeVFtcPuGuIdrPb81mwWQYj=s1024,Hawker Stall,"Monday, Tuesday","320 Shunfu Rd, #02-22 Shunfu Mart Food Centre, Singapore 570320","price, soup, chilli sauce, chili rice, news, ginger, succulent, uncle, preparation, money",https://www.google.com/maps/place/Leong+Hainanese+Chicken+Rice/data=!4m7!3m6!1s0x31da173ba4fb4593:0xef3dff8c0cf7171c!8m2!3d1.352052!4d103.8370283!16s%2Fg%2F11bztyyr32!19sChIJk0X7pDsX2jERHBf3DIz_Pe8?authuser=0&hl=en&rclk=1,Ang Mo Kio,10:00,19:00
56,57,Seng Bee Chicken Rice Cheng Mei Shi Ji Fan,48,3.1,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrYnNL6j-xg-A2Lb74WJvYl9H-c6zBrEaUxkyIeikwcJqaUQMbRVU1ZvhyoCBLqrSbyITGGJ1yPjhsXT2kxSN3lWm_Qhppntc0GZUrJ2hiqrrM_2D9b5GO2qR6iic7SRtG2ERux=s1024,Food and beverage consultant,Tuesday,"Blk 724 Ang Mo Kio Ave 6, #01-31, Singapore 560724","price, roast chicken, uncle, meat, chili, queue, stall, business, plate",https://www.google.com/maps/place/Seng+Bee+Chicken+Rice+%E6%88%90%E7%BE%8E%E9%A3%9F%E9%B8%A1%E9%A5%AD/data=!4m7!3m6!1s0x31da16e7ed3ae165:0xe06bfe1997d98221!8m2!3d1.3721841!4d103.8465592!16s%2Fg%2F11b6dpwlf4!19sChIJZeE67ecW2jERIYLZlxn-a-A?authuser=0&hl=en&rclk=1,Ang Mo Kio,08:30,19:30
57,58,Chicken House,932,4.0,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqXaMnFzk5oAMGRd4ST4lQuo6kI8ON5Wro0GvnYa4U7TxuL1A4QZ_7RRiy0J9XXHOwWlYg6Cuum8RHQjTKxNglze2BjKaiYi-u3NsJy3EA5TZbGbk-kW4rj4mZAanUHyzD1kXI=s1024,Restaurant,Open All Days,"255 Upper Thomson Rd, Singapore 574382","chicken rice, ginger, cashier, chilli sauce, soya sauce, ngoh hiang, beansprouts, yellow skin, healthy, chicken and rice",https://www.google.com/maps/place/Chicken+House/data=!4m7!3m6!1s0x31da173a9f4dd277:0x48d4fda1b6200e67!8m2!3d1.3533869!4d103.833555!16s%2Fg%2F1ty71sp8!19sChIJd9JNnzoX2jERZw4gtqH91Eg?authuser=0&hl=en&rclk=1,Bishan,10:30,19:30
58,59,Uncle Louis Famous Chicken Rice Maxwell Food Centre,194,4.5,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npfHnwas4nf-OUQiercyRDaDbx9CZ3ZDRzFROVpaieXlNVqSoJC44azTy41JepmgRVwTqKVI5nWH51HT3QMBYZ4VE9QKcIuoUJ85ev-KnGDyOEO2m5lSnlgUvRSuO8rsSysBtSP=s1024,Hawker Stall,Open All Days,"1 Kadayanallur St, #01-36 Maxwell Food Centre, Singapore 069184","soup, hainanese chicken, queue, roast chicken, char siew, roasted pork, ginger, steamed chicken, tourist, chicken and rice",https://www.google.com/maps/place/Uncle+Louis+Famous+Chicken+Rice+Maxwell+Food+Centre/data=!4m7!3m6!1s0x31da19188ad7ca1f:0x730ab457c4dbb959!8m2!3d1.2805282!4d103.8446624!16s%2Fg%2F11kpn9f_08!19sChIJH8rXihgZ2jERWbnbxFe0CnM?authuser=0&hl=en&rclk=1,Outram,09:00,22:00
59,60,Kopitiam Corner,396,3.5,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrGKjrIeWnRjfY0tGEKayvsWwVnmnO_JcstI_naqodZrc6oTWDPc0Rhv9jAgGCz3tjnRHAmYacawXWMg6mgXcLc3ZKQN1xn0WQtHtb3bnsqEOHUhacYlSxYYLYhA7yN4GqxatPBNw=s1024,Food court,Open All Days,"Blk 542B Serangoon North Ave 3, #01-01, Singapore 552542","stall, indian food, chicken rice, pay, coffee shop, economic rice, fish soup, prata, nasi lemak, ventilation",https://www.google.com/maps/place/Kopitiam+Corner/data=!4m7!3m6!1s0x31da1659d3a778df:0x169df91807a6e112!8m2!3d1.3737238!4d103.8713116!16s%2Fg%2F1tf_qd0c!19sChIJ33in01kW2jEREuGmBxj5nRY?authuser=0&hl=en&rclk=1,Serangoon,06:30,22:30
60,61,Lian Kee Roasted Chicken Duck Rice,12,4.4,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq2_2z3JkTWc7V9sEt3cUNuhuj8AlLtMzYQH__uma-wA4kEC3QJlrO7E6o9967LAW-QyLHRQco7TyBOvlRgiSn0kAk8JnSLXepWbAMFKMeIcILg-M7PxTp4iuVGzTFWyAzv9U0R84EO4ITG=s1024,Hawker Stall,Thursday,"320 Shunfu Rd, #02-10, Singapore 570320","char siew, price, roast pork, roast chicken, aunty, cooked",https://www.google.com/maps/place/Lian+Kee+Roasted+Chicken+Duck+Rice/data=!4m7!3m6!1s0x31da173ba418b36b:0x5285f19c13942424!8m2!3d1.3520411!4d103.837118!16s%2Fg%2F11crxwc34b!19sChIJa7MYpDsX2jERJCSUE5zxhVI?authuser=0&hl=en&rclk=1,Ang Mo Kio,11:00,19:30
61,62,Tai Weng Hainanese Chicken Rice,27,4.0,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqhgeKJWE5qVTfu-haNPUgao44ShPCnNKbrIjdUiYKabdeHgLtqC-qYqssZI0TJHnQLN1tcCG0pyoMFK2QSPWm1N9wZhbuhbFVKA5eDuPDfgNp3u80FPmklRU8xrhV48Y8JvGTL=s1024,Chicken restaurant,Monday,"335 Smith St, #02-39, Singapore 050335","chilli, price, steamed chicken, uncle, soup, ginger, queue, stall, roasted chicken rice, aunty",https://www.google.com/maps/place/Tai+Weng+Hainanese+Chicken+Rice/data=!4m7!3m6!1s0x31da19731fe5e901:0x7a136fd2904ace07!8m2!3d1.282106!4d103.8432997!16s%2Fg%2F1tfggb6t!19sChIJAenlH3MZ2jERB85KkNJvE3o?authuser=0&hl=en&rclk=1,Downtown Core,10:00,20:00
